Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,slope,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTCCat,OTC
191,2nd Rifle Seasons,162,48,210,432,49,1528,424,47,398,48,48%,418,0.4999999999999943,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 2nd Rifle Seasons,825.6,1774.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,3rd Rifle Seasons,141,55,195,471,41,1503,457,42,359,48,44%,429,-3.500000000000007,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 3rd Rifle Seasons,900.1,1934.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,4th Rifle Seasons,90,0,90,142,64,350,186,49,151,44,52%,160,9.999999999999996,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 4th Rifle Seasons,271.4,583.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,All Archery Seasons,0,2,2,135,2,720,136,11,158,5,6%,143,-1.5000000000000027,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 All Archery Seasons,258,554.4,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,Either Sex Muzzleloader,38,1,39,143,27,461,87,12,106,4,14%,112,11.500000000000002,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Either Sex Muzzleloader,273.3,587.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,Antlered Muzzleloader,38,0,38,109,34,Not Reported,71,7,NA,0,14%,90,17.000000000000007,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Antlered Muzzleloader,208.3,447.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,2nd season rifle Antlered (Does not include PLO),162,0,162,336,48,Not Reported,321,44,NA,50,47%,328,-1.0000000000000067,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 2nd season rifle Antlered (Does not include PLO),642.1,1379.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,3rd season rifle Antlered (Does not include PLO),141,0,141,385,37,Not Reported,395,42,NA,NA,40%,390,-5.000000000000001,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 3rd season rifle Antlered (Does not include PLO),735.7,1581.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,4th season rifle Antlered (Does not include PLO),90,0,90,142,64,Not Reported,NA,NA,NA,44,54%,142,10.000000000000005,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 4th season rifle Antlered (Does not include PLO),271.4,583.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,Antlerless Muzzleloader,0,143,143,34,3,Not Reported,16,33,34,14,17%,28,-5.500000000000008,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 Antlerless Muzzleloader,65,139.6,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,2nd season rifle Antlerless (Does not include PLO),0,384,384,96,35,Not Reported,104,53,103,40,43%,101,-2.5000000000000138,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 2nd season rifle Antlerless (Does not include PLO),183.5,394.3,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,3rd season rifle Antlerless (Does not include PLO),0,422,422,86,58,Not Reported,62,33,NA,NA,46%,74,25.000000000000004,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 3rd season rifle Antlerless (Does not include PLO),164.3,353.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
191,4th  season rifle Antlerless (Does not include PLO),0,206,206,0,0,Not Reported,NA,NA,0,0,0%,0,0,191,  523,  243,47%,40.810669730771586,-105.3829276579241,"  334,898","  155,838",191 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8106697307716/-105.382927657924,"DE007O1A,DF007O1M,DF009L1R,DF009O2R,DF009O3R,DM007O1M,DM019O2R,DM019O3R,DM019O4R",NA,NA
201,All manners of take,53,0,53,58,91,217,60,83,63,81,85%,60,4.999999999999986,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All manners of take,138,139.1,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,All Rifle,43,0,43,45,96,145,45,94,48,90,93%,46,2.999999999999987,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Rifle,107.1,107.9,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,2nd Rifle Seasons,21,0,21,23,91,58,23,100,25,90,94%,24,0.4999999999999967,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 2nd Rifle Seasons,54.7,55.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,3rd Rifle Seasons,17,0,17,17,100,69,19,87,18,86,91%,18,6.999999999999981,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 3rd Rifle Seasons,40.4,40.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,4th Rifle Seasons,5,0,5,5,100,18,3,100,5,100,100%,4,-2.4613922385709626e-14,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 4th Rifle Seasons,11.9,12,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,All Archery Seasons,5,0,5,5,100,38,7,64,7,43,69%,6,28.5,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 All Archery Seasons,11.9,12,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,Either Sex Muzzleloader,5,0,5,8,58,34,8,38,8,63,53%,8,-2.499999999999996,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 Either Sex Muzzleloader,19,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,Antlered Muzzleloader,5,0,5,8,58,Not Reported,8,38,NA,63,53%,8,-2.499999999999996,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 Antlered Muzzleloader,19,19.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,2nd season rifle Antlered (Does not include PLO),21,0,21,23,91,Not Reported,23,100,NA,90,94%,23,0.4999999999999967,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 2nd season rifle Antlered (Does not include PLO),54.7,55.2,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,3rd season rifle Antlered (Does not include PLO),17,0,17,17,100,Not Reported,19,87,NA,NA,94%,18,13.000000000000005,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 3rd season rifle Antlered (Does not include PLO),40.4,40.8,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,4th season rifle Antlered (Does not include PLO),5,0,5,5,100,Not Reported,NA,NA,NA,100,100%,5,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 4th season rifle Antlered (Does not include PLO),11.9,12,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,Antlerless Muzzleloader,0,66,66,0,0,Not Reported,0,0,0,0,0%,0,-0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,2nd season rifle Antlerless (Does not include PLO),0,114,114,0,0,Not Reported,0,0,0,0,0%,0,-0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,3rd season rifle Antlerless (Does not include PLO),0,117,117,0,0,Not Reported,0,0,NA,NA,0%,0,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
201,4th  season rifle Antlerless (Does not include PLO),0,105,105,0,0,Not Reported,NA,NA,0,0,0%,0,0,201,  420,  417,99%,40.88191514370558,-108.88454776856622,"  269,009","  266,877",201 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.8819151437056/-108.884547768566,"DM201O1A,DM201O1M,DM201O2R,DM201O3R,DM201O4R",NA,NA
211,All manners of take,165,18,183,452,40,1742,546,51,1002,48,46%,667,-4.000000000000007,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All manners of take,608.1,1371.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,All Rifle,162,18,181,444,41,1688,523,53,973,49,48%,647,-4.000000000000016,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Rifle,597.4,1347.4,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,All Ranching For Wildlife Seasons,18,0,18,21,86,46,30,80,39,92,86%,30,-3.0000000000000115,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Ranching For Wildlife Seasons,28.3,63.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,2nd Rifle Seasons,53,3,56,138,40,627,194,48,337,32,40%,223,3.999999999999991,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 2nd Rifle Seasons,185.7,418.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,3rd Rifle Seasons,84,3,87,237,37,858,252,57,493,55,50%,327,-9.000000000000014,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 3rd Rifle Seasons,318.9,719.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,4th Rifle Seasons,7,12,20,48,40,156,46,41,104,62,48%,66,-11.000000000000012,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 4th Rifle Seasons,64.6,145.7,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,All Archery Seasons,0,0,0,3,0,30,12,0,9,33,11%,8,-16.500000000000004,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 All Archery Seasons,4,9.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,Either Sex Muzzleloader,2,0,2,5,47,24,12,0,20,0,16%,12,23.500000000000007,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Either Sex Muzzleloader,6.7,15.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,Antlered Muzzleloader,2,0,2,5,47,Not Reported,8,0,NA,0,16%,6,23.500000000000007,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Antlered Muzzleloader,6.7,15.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,2nd season rifle Antlered (Does not include PLO),44,0,44,118,38,Not Reported,143,42,NA,37,39%,130,0.4999999999999917,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 2nd season rifle Antlered (Does not include PLO),158.8,358.1,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,3rd season rifle Antlered (Does not include PLO),55,0,55,166,33,Not Reported,190,52,NA,NA,42%,178,-19.000000000000004,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 3rd season rifle Antlered (Does not include PLO),223.3,503.8,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,4th season rifle Antlered (Does not include PLO),5,0,5,14,38,Not Reported,NA,NA,NA,53,46%,14,-7.499999999999995,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 4th season rifle Antlered (Does not include PLO),18.8,42.5,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,Antlerless Muzzleloader,0,52,52,0,0,Not Reported,4,0,5,0,0%,3,-0,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,2nd season rifle Antlerless (Does not include PLO),0,156,156,5,67,Not Reported,0,0,83,29,32%,29,18.999999999999996,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 2nd season rifle Antlerless (Does not include PLO),6.7,15.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,3rd season rifle Antlerless (Does not include PLO),0,199,199,6,50,Not Reported,0,0,NA,NA,25%,3,50.00000000000001,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 3rd season rifle Antlerless (Does not include PLO),8.1,18.2,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
211,4th  season rifle Antlerless (Does not include PLO),0,52,52,10,100,Not Reported,NA,NA,46,66,83%,28,17.000000000000007,211,  743,  330,44%,40.29880865977781,-107.91969962140058,"  475,697","  210,889",211 4th  season rifle Antlerless (Does not include PLO),13.5,30.3,https://webmap.onxmaps.com/hunt/map#9.45/40.2988086597778/-107.919699621401,"DE011O1A,DE011P2R,DE011P3R,DE011P4R,DE011W1R,DE211W1R,DF011O1M,DF011O2R,DF011O3R,DF011W1R,DF211S4R,DF211W1R,DM011O1M,DM011O2R,DM011O3R,DM011O4R",NA,NA
214,All manners of take,14,6,20,115,18,562,123,20,162,36,25%,133,-9.000000000000009,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All manners of take,286.7,1279.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,All Rifle,11,3,14,40,36,111,37,22,86,30,29%,54,2.999999999999996,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Rifle,99.7,445.2,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,All Ranching For Wildlife Seasons,5,3,8,8,100,30,4,75,11,100,92%,8,-1.2560739669470206e-14,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Ranching For Wildlife Seasons,19.9,89,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,2nd Rifle Seasons,6,0,6,30,22,75,23,22,60,13,19%,38,4.499999999999996,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 2nd Rifle Seasons,74.8,333.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,3rd Rifle Seasons,0,0,0,2,0,6,10,0,16,49,16%,9,-24.500000000000007,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 3rd Rifle Seasons,5,22.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,All Archery Seasons,0,3,3,68,5,411,75,22,53,39,22%,65,-17.000000000000014,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 All Archery Seasons,169.6,756.8,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,Either Sex Muzzleloader,3,0,3,7,37,39,11,0,22,50,29%,13,-6.500000000000004,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Either Sex Muzzleloader,17.5,77.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,Antlered Muzzleloader,3,0,3,7,37,Not Reported,9,0,NA,32,23%,8,2.4999999999999987,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Antlered Muzzleloader,17.5,77.9,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,2nd season rifle Antlered (Does not include PLO),3,0,3,18,14,Not Reported,NA,NA,NA,0,7%,18,7.000000000000001,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 2nd season rifle Antlered (Does not include PLO),44.9,200.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,3rd season rifle Antlered (Does not include PLO),0,0,0,0,0,Not Reported,2,0,NA,NA,0%,1,0,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 3rd season rifle Antlered (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,Antlerless Muzzleloader,0,44,44,0,0,Not Reported,3,0,6,93,31%,3,-46.500000000000014,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 Antlerless Muzzleloader,0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,2nd season rifle Antlerless (Does not include PLO),0,32,32,0,0,Not Reported,NA,NA,16,0,0%,8,0,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
214,3rd season rifle Antlerless (Does not include PLO),0,0,0,2,0,Not Reported,0,0,NA,NA,0%,1,0,214,  401,   90,22%,40.642251620729446,-107.00814944638188,"  256,679","   57,506",214 3rd season rifle Antlerless (Does not include PLO),5,22.3,https://webmap.onxmaps.com/hunt/map#9.45/40.6422516207294/-107.008149446382,"DE003O1A,DE003P2R,DE003P3R,DE214W2R,DE441W1R,DF003O1M,DF004O2R,DF004O3R,DF214W2R,DF214W4R,DF441W1R,DM003O1M,DM004O2R,DM004O3R,DM004O4R",NA,NA
