Unit,Category,Bucks,Antlerless,Total Harvest,Total Hunters,Percent Success,Total Rec. Days,TH23,PS23,TH22,PS22,threeyearsuccess,threeyearshunters,UnitList,gmu_area_sqmi,public_sqmi,percent_public,latitude,longitude,Acres,Acres Public,harvestunit,Hunters Density Per Sq. Mile,Hunters Density Per Public Sq. Mile,onx,Tags,OTC
45,All Archery Seasons,8,19,27,85,31,421,72,32,88,25,29%,82,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 All Archery Seasons,150.5,168.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,Either Sex Muzzleloader,10,13,22,79,28,390,59,44,71,46,39%,70,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Either Sex Muzzleloader,139.9,156.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,Antlered Muzzleloader,10,0,10,63,16,Not Reported,NA,48,NA,NA,32%,63,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlered Muzzleloader,111.6,125.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,2nd season rifle Antlered (Does not include PLO),48,0,48,177,27,Not Reported,NA,NA,NA,NA,27%,177,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 2nd season rifle Antlered (Does not include PLO),313.5,351.6,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,3rd season rifle Antlered (Does not include PLO),9,0,9,9,100,Not Reported,NA,NA,NA,NA,100%,9,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 3rd season rifle Antlered (Does not include PLO),15.9,17.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,4th season rifle Antlered (Does not include PLO),0,0,0,1,0,Not Reported,NA,NA,120,31,16%,60,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 4th season rifle Antlered (Does not include PLO),1.8,2,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,Antlerless Muzzleloader,0,79,79,17,77,Not Reported,4,0,NA,NA,38%,10,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 Antlerless Muzzleloader,30.1,33.8,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,2nd season rifle Antlerless (Does not include PLO),0,204,204,69,36,Not Reported,NA,NA,NA,NA,36%,69,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 2nd season rifle Antlerless (Does not include PLO),122.2,137.1,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,3rd season rifle Antlerless (Does not include PLO),0,109,109,7,0,Not Reported,NA,NA,NA,NA,0%,7,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 3rd season rifle Antlerless (Does not include PLO),12.4,13.9,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
45,4th  season rifle Antlerless (Does not include PLO),0,1,1,0,0,Not Reported,NA,NA,8,50,25%,4,45,  565,  503,89%,39.49444716411517,-106.40496589444118,"  361,390","  322,174",45 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.4944471641152/-106.404965894441,"DE035O1A,DE035P2R,DE035P3R,DF035O1M,DF035O2R,DF035O3R,DM035O1M,DM035O2R,DM035O3R,DM035O4R,DM044E1R",NA
46,All manners of take,108,40,147,376,39,1717,400,41,411,29,36%,396,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All manners of take,1048.4,1372.2,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,All Rifle,79,21,100,235,43,1151,261,46,258,27,39%,251,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Rifle,655.3,857.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,Early and Late Seasons (Includes PLOs),0,8,8,12,67,256,34,63,17,32,54%,21,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Early and Late Seasons (Includes PLOs),33.5,43.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,2nd Rifle Seasons,23,5,28,84,33,364,82,24,86,15,24%,84,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 2nd Rifle Seasons,234.2,306.6,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,3rd Rifle Seasons,46,0,46,93,49,396,93,49,85,36,45%,90,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 3rd Rifle Seasons,259.3,339.4,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,4th Rifle Seasons,10,9,19,46,41,134,52,65,69,30,45%,56,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 4th Rifle Seasons,128.3,167.9,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,All Archery Seasons,15,10,25,74,34,232,73,37,88,32,34%,78,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 All Archery Seasons,206.3,270.1,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,Either Sex Muzzleloader,14,8,22,67,33,334,66,25,64,32,30%,66,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Either Sex Muzzleloader,186.8,244.5,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,Antlered Muzzleloader,14,0,14,52,26,Not Reported,NA,24,NA,NA,25%,52,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlered Muzzleloader,145,189.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,2nd season rifle Antlered (Does not include PLO),23,0,23,75,31,Not Reported,NA,NA,NA,NA,31%,75,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 2nd season rifle Antlered (Does not include PLO),209.1,273.7,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,3rd season rifle Antlered (Does not include PLO),46,0,46,90,51,Not Reported,NA,NA,NA,NA,51%,90,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 3rd season rifle Antlered (Does not include PLO),250.9,328.4,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,4th season rifle Antlered (Does not include PLO),10,0,10,33,31,Not Reported,NA,NA,73,7,19%,53,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 4th season rifle Antlered (Does not include PLO),92,120.4,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,Antlerless Muzzleloader,0,78,78,15,57,Not Reported,7,33,NA,NA,45%,11,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 Antlerless Muzzleloader,41.8,54.7,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,2nd season rifle Antlerless (Does not include PLO),0,106,106,9,50,Not Reported,NA,NA,NA,NA,50%,9,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 2nd season rifle Antlerless (Does not include PLO),25.1,32.8,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,3rd season rifle Antlerless (Does not include PLO),0,141,141,3,0,Not Reported,NA,NA,NA,NA,0%,3,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 3rd season rifle Antlerless (Does not include PLO),8.4,10.9,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
46,4th  season rifle Antlerless (Does not include PLO),0,64,64,13,67,Not Reported,NA,NA,13,60,64%,13,46,  359,  274,76%,39.510815615230534,-105.60311357579252,"  229,528","  175,370",46 4th  season rifle Antlerless (Does not include PLO),36.2,47.4,https://webmap.onxmaps.com/hunt/map#9.45/39.5108156152305/-105.603113575793,"DE039O1A,DF039O1M,DF039O2R,DF039O3R,DF039O4R,DF039P5R,DM039O1M,DM039O2R,DM039O3R,DM039O4R",NA
47,All manners of take,59,7,66,173,38,894,172,37,229,39,38%,191,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 All manners of take,352.7,385.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,All Rifle,41,7,48,110,44,509,116,50,168,43,46%,131,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 All Rifle,224.2,245.1,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,All High Country Rifle Seasons,6,0,6,24,25,110,36,43,27,28,32%,29,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 All High Country Rifle Seasons,48.9,53.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,Early and Late Seasons (Includes PLOs),6,0,6,24,25,110,36,43,27,28,32%,29,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 Early and Late Seasons (Includes PLOs),48.9,53.5,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,2nd Rifle Seasons,22,5,27,63,43,319,47,65,112,44,51%,74,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 2nd Rifle Seasons,128.4,140.4,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,3rd Rifle Seasons,9,3,12,20,61,77,28,36,30,51,49%,26,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 3rd Rifle Seasons,40.8,44.6,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,4th Rifle Seasons,3,0,3,3,100,3,5,39,NA,NA,70%,4,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 4th Rifle Seasons,6.1,6.7,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,All Archery Seasons,6,0,6,19,33,152,27,0,27,25,19%,24,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 All Archery Seasons,38.7,42.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,Either Sex Muzzleloader,12,0,12,45,27,233,29,19,34,31,26%,36,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 Either Sex Muzzleloader,91.7,100.3,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,Antlered Muzzleloader,12,0,12,42,28,Not Reported,NA,13,NA,NA,20%,42,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 Antlered Muzzleloader,85.6,93.6,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,2nd season rifle Antlered (Does not include PLO),22,0,22,58,38,Not Reported,NA,NA,NA,NA,38%,58,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 2nd season rifle Antlered (Does not include PLO),118.2,129.2,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,3rd season rifle Antlered (Does not include PLO),9,0,9,17,55,Not Reported,NA,NA,NA,NA,55%,17,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 3rd season rifle Antlered (Does not include PLO),34.7,37.9,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,4th season rifle Antlered (Does not include PLO),3,0,3,3,100,Not Reported,NA,NA,110,45,72%,56,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 4th season rifle Antlered (Does not include PLO),6.1,6.7,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,Antlerless Muzzleloader,0,70,70,3,0,Not Reported,2,100,NA,NA,50%,2,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 Antlerless Muzzleloader,6.1,6.7,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,2nd season rifle Antlerless (Does not include PLO),0,96,96,5,100,Not Reported,NA,NA,NA,NA,100%,5,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 2nd season rifle Antlerless (Does not include PLO),10.2,11.1,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,3rd season rifle Antlerless (Does not include PLO),0,72,72,3,100,Not Reported,NA,NA,NA,NA,100%,3,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 3rd season rifle Antlerless (Does not include PLO),6.1,6.7,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
47,4th  season rifle Antlerless (Does not include PLO),0,103,103,0,0,Not Reported,NA,NA,0,0,0%,0,47,  491,  449,91%,39.2521324446307,-106.72215457856792,"  313,938","  287,199",47 4th  season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.2521324446307/-106.722154578568,"DE043O1A,DE043P2R,DE043P3R,DF043K1M,DF043K2R,DF043K3R,DF043O1M,DF043O2R,DF043O3R,DM043O1M,DM043O2R,DM043O3R,DM043O4R,DM047E1R",NA
48,All manners of take,54,0,54,187,29,773,234,27,205,33,30%,209,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 All manners of take,374.7,406.7,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,All Rifle,40,0,40,110,36,325,118,35,143,46,39%,124,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 All Rifle,220.4,239.2,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,All High Country Rifle Seasons,8,0,8,15,53,46,11,32,17,54,46%,14,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 All High Country Rifle Seasons,30.1,32.6,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,Early and Late Seasons (Includes PLOs),8,0,8,27,30,87,29,12,31,44,29%,29,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 Early and Late Seasons (Includes PLOs),54.1,58.7,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,2nd Rifle Seasons,22,0,22,56,39,167,55,46,77,32,39%,63,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 2nd Rifle Seasons,112.2,121.8,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,3rd Rifle Seasons,10,0,10,27,36,70,34,36,36,77,50%,32,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 3rd Rifle Seasons,54.1,58.7,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,All Archery Seasons,8,0,8,43,18,284,77,12,38,5,12%,53,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 All Archery Seasons,86.2,93.5,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,Either Sex Muzzleloader,7,0,7,34,20,163,40,32,23,0,17%,32,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 Either Sex Muzzleloader,68.1,73.9,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,Antlered Muzzleloader,7,0,7,32,21,Not Reported,NA,24,NA,NA,22%,32,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 Antlered Muzzleloader,64.1,69.6,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,All Whitetail Only Seasons,0,0,0,12,0,41,18,0,0,4,1%,10,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 All Whitetail Only Seasons,24,26.1,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,All Whitetail Only Rifle Seasons,0,0,0,12,0,41,18,0,NA,NA,0%,15,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 All Whitetail Only Rifle Seasons,24,26.1,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",Whitetail Only Late Rifle Season
48,2nd season rifle Antlered (Does not include PLO),22,0,22,56,39,Not Reported,NA,NA,NA,NA,39%,56,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 2nd season rifle Antlered (Does not include PLO),112.2,121.8,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,3rd season rifle Antlered (Does not include PLO),10,0,10,27,36,Not Reported,NA,NA,NA,NA,36%,27,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 3rd season rifle Antlered (Does not include PLO),54.1,58.7,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,Antlerless Muzzleloader,0,53,53,2,0,Not Reported,6,75,NA,NA,38%,4,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 Antlerless Muzzleloader,4,4.3,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,2nd season rifle Antlerless (Does not include PLO),0,95,95,0,0,Not Reported,NA,NA,NA,NA,0%,0,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 2nd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
48,3rd season rifle Antlerless (Does not include PLO),0,63,63,0,0,Not Reported,NA,NA,NA,NA,0%,0,48,  499,  460,92%,39.13101881312801,-106.4305587690822,"  319,414","  294,257",48 3rd season rifle Antlerless (Does not include PLO),0,0,https://webmap.onxmaps.com/hunt/map#9.45/39.131018813128/-106.430558769082,"DF048O1M,DM048E1R,DM048O1A,DM048O1M,DM048O2R,DM048O3R",NA
